1597	STRANGE NEW BIOCULTURE FORMING ON OTHER END OF OFFICE	0
25809	Strange New Culture Forming On Other End Of Office	1
25699	'CHANGE!' INSANE MAN IN WINDOWLESS APARTMENT ANNOUNCES TO COCKATOO	0
21747	'Wig Change!' Insane Man In Windowless Apartment Announces To Cockatoo	1
11246	OXFORD ENGLISH DICTIONARY TO ADD 'SKYPE' AND 'TWEET' TO LATEST EDITION	0
20797	Oxford English Dictionary To Add 'Skype' And 'Coat' To Latest Edition	1
20364	HBO ANNOUNCES ‘GAME OF THRONES’ NOT COMING BACK 	0
26506	HBO Announces ‘Game Of Thrones’ Not Coming Back This Weekend	1
18741	"Trump refuses to read headline beyond words ""4-year-old collusion investigation forced to"""	0
18959	Nation Refuses To Read Headline Beyond Words '4-Year-Old Girl Forced To'	1
2541	TECHNICAL, BARELY STAFFED PRESCHOOL TEACHES WELDING TO KIDS	0
25272	Technical Preschool Teaches Welding To Kids	1
16770	‘IT’S LIKE BIGGIE AND TUPAC ALL OVER AGAIN,’ SAYS OBAMA OF KOREAN CONFLICT	0
18727	‘It’s Like Biggie And Tupac All Over Again,’ Says Dumbass Of Korean Conflict	1
16625	NARCISSIST FAILS TO FIND SYMPTOMS IN DIAGNOSIS	0
18950	Narcissist Thrilled To Find Symptoms In DSM-IV	1
26271	BUCCANEERS INFORM JEFF GARCIA THAT the TEAM NO Longer WANTED HIM	0
23234	Buccaneers Inform Jeff Garcia That No Team Ever Wanted Him	1
23061	Cartier to give cologne another shot	0
19346	Man To Give Cologne Another Shot	1
3727	ELITE CONGRESSMAN CAUGHT GIVING ORAL SEX TO A SPALDING BASKTBALL	0
27140	Elite Congressman Trained To Kill Legislation In 24 Different Ways	1
2172	UNDERGROUND RAILROAD CARRIEd SLAVES FROM mississippi TO MANHATTAN	0
19295	'Underground Railroad' Carries Slaves From Brooklyn to Manhattan	1
12926	Google launches 'the goggles' for older adults	0
23027	Google Launches 'The Google' For Older Adults	1
14767	HIGHSCHOOL TEACHER CONSTANTLY ABUSED VULNERABLE STUDENTS	0
21706	Highschool Teacher Constantly Uses Janitor As Example	1
15139	CONGRESS APPROVES $500 BILLION FOR MONUMENT TO HUMAN TRAFFICKING VICTIMS	0
24031	Congress Approves $500 Billion For Monument To Human Folly	1
9567	AMERICAN CITIZENS SPLIT ON DOJ MEMO AUTHORIZING GOVERNMENT TO KILL 	0
18523	American Citizens Split On DOJ Memo Authorizing Government To Kill Them	1
