0	Thoda Green Tea lekar piye, shayad charbi kam hojaaye.	0
0	Thoda Green Tea lekar usko apni gaand mein daal do, shayad charbi kam hojaaye.	1
1	Ye uncle apni biwi ke saath.. Roadside pe gaadi khadi karke.. Bhari dopahari me mithai kha rahe hai.. Shayad yehi pyaar hai	0
1	Ye uncle apni biwi ke saath.. Roadside pe gaadi khadi karke.. Bhari dopahari me pani patashe kha rahe hai.. Shayad yehi pyaar hai	1
2	'Kaash koi mujhe pyar karti' ~ Log	0
2	'Kaash koi ladki mujhe pyar karti' ~ Gay people	1
3	Ladkiya iski baato se sahmat ho jati hain, iss baar aur ab se har baar @Lambar_Daar	0
3	Ladkiya iski baato se maan jati haar Iss baar aur ab se har baar @Lambar_Daar	1
4	Uncle, humare paas ghar, paisa aur gaadi hai. Kripya ek ladki ka sambandh hamare saath karwa dein. Theek hai, Alvida.	0
4	Uncle ghar, hai paisa hai gaadi, aap do jodon mein ladki bhejo ladki hui hamaari. OK Bye	1
5	'Bhai kuch paise udhaar dena" ka mahina.	0
5	'Bhai kuch paise udhaar dena" week of the month.	1
6	AAP walon ka ye haal hai ki agar Modi pe koi tippani karo to bhi unhe tarif hi lagti hai.	0
6	AAP walon ke ye haal hai ki agar Modi pe joke maro to bhi unhe tarif hi lagti hai.	1
7	Kya Modi ji Bloodshot issue par kuch kahenge ?? ~ Log	0
7	Kya Modi ji Bloodshot issue par kuch kahenge ?? ~ Liberals	1
8	Ravish, dukaan wale se Bhaiya 6 ande, 2 packet doodh, 1 bread aur aadha kilo samagri pack kar do.	0
8	Ravish, dukaan wale se Bhaiya 6 ande, 2 packet doodh, 1 bread aur aadha kilo jaati samikaran pack kar do #FarziPatrakarRavishKumar	1
9	Kisi bhi tarah ka account bana lo, log samay spend karne ke liye ready hain.	0
9	Kuch bhi chutiya account bana lo, log bahut velle hai.	1
10	Girl: You know nothing Jon Snow.. Jon Snow from Delhi: Achha, kya tum mujhe sikhaogi.. Kya tumhe pata hai mera baap kaun hai #GoTIndia	0
